player_id,form_a,period_a,club_a,n_a,ar_a,form_b,period_b,club_b,n_b,ar_b,leagues,similarity,shared_clubs,match_cooccur,cooccur_rate_pct,unique_pid_both_sides,decision
50680,S. A. Daken,2026-08-15..2026-08-28,Dubai United,2,,Samuel Portugal,2026-09-05..2026-09-05,Dubai United,2,صامويل بورتغال,UAE,0.231,Dubai United,0/1,0.0,False,
42058,K. N'Diaye,2026-02-22..2026-08-27,Al-Gharafa,9,,Khalifa Ababacar,2022-08-24..2026-09-05,"Al-Gharafa, UMM Salal",115,,QAT,0.231,Al-Gharafa,7/9,77.8,True,
286352,Mohamed Ragab El Safi,2023-09-26..2026-09-09,"Baladiyyat Al Mehalla, Smouha SC, Wadi Degla",28,,Riga,2026-08-21..2026-09-01,Wadi Degla,2,,EGY,0.24,Wadi Degla,1/2,50.0,True,
334054,M. Abouelela,2025-11-22..2026-08-27,Al-Rayyan SC,14,,Mostafa Essam,2023-08-17..2026-09-05,Al-Rayyan SC,20,,QAT,0.24,Al-Rayyan SC,1/14,7.1,False,
2702,M. Mohamedi,2023-09-22..2025-05-11,"Al Wehda Club, Renaissance Berkane",54,منير المحمدي,Munir,2025-10-05..2026-05-24,Renaissance Berkane,5,,"MAR, SAU",0.25,Renaissance Berkane,0/5,0.0,True,
379614,A. Sayed,2025-08-09..2025-11-04,Masr,10,,Ahmed Abdel Naby,2022-10-20..2025-05-29,"El Dakhleya, Masr",71,,EGY,0.25,Masr,0/10,0.0,True,
406288,Emad,2024-07-20..2024-07-20,Ceramica Cleopatra,1,,Islam Reisha,2024-07-20..2026-09-09,"Ceramica Cleopatra, El Gouna FC",10,,EGY,0.25,Ceramica Cleopatra,1/1,100.0,True,
257273,M. Salifu,2022-10-18..2024-08-18,Al Ittihad,57,,S. Moro,2024-11-01..2025-05-16,Al Ittihad,20,,EGY,0.25,Al Ittihad,0/20,0.0,True,
283057,A. I. Abushanab,2025-08-28..2025-12-28,Al-Duhail SC,4,,Abedalaziz Ismail,2024-09-27..2025-04-18,Al-Duhail SC,3,,QAT,0.25,Al-Duhail SC,0/3,0.0,True,
182310,H. El Gabry,2025-08-14..2026-09-01,El Geish,29,,Hamed Khaled,2022-10-20..2026-09-07,"El Geish, Haras El Hodood",45,,EGY,0.261,El Geish,0/29,0.0,True,
498397,Bencharki,2026-08-21..2026-08-31,National Bank of Egypt,3,,Mohamed Ashraf,2024-11-02..2026-09-07,"Ghazl El Mehalla, National Bank of Egypt",54,,EGY,0.261,National Bank of Egypt,2/3,66.7,False,
180124,Z. Al Zaabi,2025-08-16..2026-08-29,Al Nasr,29,,Zayed Sultan,2022-09-03..2026-09-06,"Al Nasr, Al-Jazira",136,,UAE,0.261,Al Nasr,16/29,55.2,True,
42036,B. Mamdouh,2025-08-14..2026-05-08,"Al Shahaniya, Al-Rayyan SC",21,,Bahaa Ellethy,2023-10-20..2026-04-27,"Al Ahli Doha, Al Shahaniya, Al-Rayyan SC, Muaither SC",42,,QAT,0.261,"Al Shahaniya, Al-Rayyan SC",7/21,33.3,True,
42302,A. B. Khalifa,2025-08-15..2025-09-25,Al-Gharafa,6,,Amro Surag,2024-08-09..2025-04-18,Al-Gharafa,22,,QAT,0.261,Al-Gharafa,0/6,0.0,True,
182429,Ahmed Adel,2023-05-29..2026-09-01,"Al Ittihad, Masr",80,,Messi,2025-08-09..2026-09-01,Masr,27,,EGY,0.267,Masr,26/27,96.3,False,
37121,Ali Mukhtar,2023-08-14..2025-05-26,"Al-Ettifaq, Al-Fateh, Al-Nassr",58,مهند علي,Mohanad Ali,2023-08-14..2026-09-05,"Al-Ettifaq, Al-Fateh, Al-Ittihad FC, Al-Nassr",130,مهند علي,SAU,0.273,"Al-Ettifaq, Al-Fateh, Al-Nassr",58/58,100.0,False,
498461,M. Said,2026-03-22..2026-09-01,"Kahraba Ismailia, Wadi Degla",13,,Mohamed Juhayna,2024-12-01..2026-09-09,"Kahraba Ismailia, Smouha SC, Wadi Degla",35,,EGY,0.273,"Kahraba Ismailia, Wadi Degla",13/13,100.0,False,
498005,M. Ibrahim,2025-08-09..2026-05-28,Petrojet,27,,Mohamed Dodo,2026-08-22..2026-08-31,Petrojet,3,,EGY,0.273,Petrojet,0/3,0.0,False,
675692,Teukeu Tekoudjou Wilfried,2026-08-28..2026-08-28,El Gouna FC,2,,W. Parfait Teukeu,2026-08-23..2026-09-09,El Gouna FC,4,,EGY,0.286,El Gouna FC,0/1,0.0,True,
17236,M. Hafez,2025-08-16..2025-09-22,Ghazl El Mehalla,4,,Mohamed Ashraf Fahmy,2025-02-01..2025-05-16,Ghazl El Mehalla,13,,EGY,0.286,Ghazl El Mehalla,0/4,0.0,True,
349984,Makarona,2026-08-22..2026-08-22,Smouha SC,1,,Mohamed Saeed,2022-10-19..2026-09-08,Smouha SC,155,,EGY,0.286,Smouha SC,1/1,100.0,False,
163218,R. Amaral,2025-08-17..2026-08-29,"Al Wahda FC, Al-Jazira",25,,Rúben Canedo,2022-09-02..2026-09-05,"Al Wahda FC, Al-Jazira",77,,UAE,0.286,"Al Wahda FC, Al-Jazira",1/25,4.0,True,
564429,Y. Galal,2025-10-04..2026-04-28,"Kahraba Ismailia, Pharco",15,,Youssef Sayed,2025-10-04..2025-10-04,Kahraba Ismailia,1,,EGY,0.286,Kahraba Ismailia,1/1,100.0,False,
42081,H. Ahmed,2025-08-22..2026-08-27,Al-Rayyan SC,23,حسن أحمد,Hazem Shehata,2023-01-24..2026-09-05,"Al Wakrah, Al-Rayyan SC",85,,QAT,0.286,Al-Rayyan SC,12/23,52.2,True,
16858,M. I. Hassan,2026-02-24..2026-08-31,Zamalek SC,9,,Mahmoud Hamdi El Wensh,2022-10-19..2026-09-08,Zamalek SC,27,,EGY,0.294,Zamalek SC,0/9,0.0,True,
101732,D. Mohamed,2025-08-16..2026-05-15,Sharjah FC,26,,Darwish bin Habib,2023-08-18..2026-04-23,"Al Bataeh, Sharjah FC",56,,UAE,0.296,Sharjah FC,13/26,50.0,True,
17143,Ahmed Ramadan,2022-10-18..2026-09-08,"Al Ahly, Ceramica Cleopatra",165,,Beckham,2026-08-28..2026-09-02,Ceramica Cleopatra,2,,EGY,0.3,Ceramica Cleopatra,2/2,100.0,True,
652290,El Zoughbi,2026-08-22..2026-09-01,El Geish,3,,Z. Mohamed,2026-09-07..2026-09-07,El Geish,2,,EGY,0.3,El Geish,0/1,0.0,True,
349984,Juhayna,2025-08-09..2026-05-05,Smouha SC,19,,Mohamed Saeed,2022-10-19..2026-09-08,Smouha SC,155,,EGY,0.3,Smouha SC,19/19,100.0,False,
50373,H. Juma,2026-08-15..2026-08-28,Dubai United,3,,Hussain Abbas,2022-09-02..2026-09-05,"Baniyas SC, Dibba Al Hisn, Dubai United",72,,UAE,0.3,Dubai United,0/3,0.0,True,
310083,M. A. Rahim,2025-09-12..2026-05-29,National Bank of Egypt,8,,Mostafa Shehata,2024-12-01..2026-05-29,National Bank of Egypt,26,,EGY,0.308,National Bank of Egypt,8/8,100.0,False,
270352,A. Shika,2025-08-09..2026-09-01,"Future FC, Ghazl El Mehalla",22,,Abdel Rahman Osama,2022-10-25..2026-09-07,"El Geish, Future FC, Ghazl El Mehalla",63,,EGY,0.308,"Future FC, Ghazl El Mehalla",0/22,0.0,False,
2514,A. Gamarra,2023-08-18..2023-08-18,Al Ain,1,أليخاندرو غامارا,Alejandro Romero,2024-05-29..2026-04-23,Al Ain,35,,UAE,0.308,Al Ain,0/1,0.0,True,
283327,W. Rashid,2025-08-16..2026-08-28,Al-Ittihad Kalba,26,,Waleed Al Mahrezi,2022-09-02..2026-09-04,Al-Ittihad Kalba,70,,UAE,0.308,Al-Ittihad Kalba,0/26,0.0,True,
291343,M. Al Menhali,2025-08-23..2026-01-29,"Al Wahda FC, Baniyas SC",9,,Mansoor Saeed,2022-09-02..2024-06-01,Al Wahda FC,10,,UAE,0.308,Al Wahda FC,0/9,0.0,False,
181143,Y. Abdullla,2025-08-21..2026-08-28,Al Sadd,22,,Yousef Baliadeh,2023-01-11..2023-05-08,"Al Sadd, Al Shamal",10,,QAT,0.308,Al Sadd,0/10,0.0,True,
50400,M. Khalaf,2025-08-17..2026-08-30,Baniyas SC,28,,Mohamed Ahmed Alhammadi,2023-09-24..2026-05-05,Baniyas SC,53,,UAE,0.312,Baniyas SC,17/28,60.7,True,
8821,G. Saviour,2025-08-17..2026-08-30,Baniyas SC,28,,S. Godwin,2023-09-14..2026-09-05,"Al Okhdood, Baniyas SC",60,سافيور جودوين,"SAU, UAE",0.316,Baniyas SC,0/28,0.0,True,
508825,A. I. Mahmoud,2025-08-16..2025-11-22,Enppi,11,,Ahmed Ismail,2025-08-20..2026-09-01,Enppi,17,,EGY,0.32,Enppi,8/11,72.7,True,
295536,A. Abdelkader,2025-09-23..2026-08-31,"Al Ahly, Pyramids FC",9,عبد القادر زنادي,Ahmed Radwan,2022-10-19..2023-02-21,Al Ahly,15,,EGY,0.32,Al Ahly,0/9,0.0,True,
16858,M. I. Hassan,2026-02-24..2026-08-31,Zamalek SC,9,,Mahmoud Hamdi,2024-12-02..2026-08-31,Zamalek SC,38,,EGY,0.32,Zamalek SC,4/9,44.4,True,
414503,F. Lirussi,2026-09-06..2026-09-06,Al Wahda FC,2,,Facundo Insfran,2026-08-21..2026-08-21,Al Wahda FC,1,,UAE,0.32,Al Wahda FC,0/1,0.0,True,
550398,M. El Moghzi,2025-08-10..2026-05-29,Ghazl El Mehalla,27,,Mahmoud Magdy,2026-01-22..2026-05-29,Ghazl El Mehalla,17,,EGY,0.32,Ghazl El Mehalla,17/17,100.0,False,
527242,M. H. Helal,2025-08-15..2026-01-22,Haras El Hodood,4,,Mohamed Hassan,2025-08-21..2026-05-29,Haras El Hodood,11,,EGY,0.32,Haras El Hodood,3/4,75.0,False,
383168,M. Omar,2023-02-15..2026-08-27,Al Shamal,48,,Omar Rafik Mohamed,2023-12-20..2026-08-21,Al Shamal,45,,QAT,0.32,Al Shamal,31/45,68.9,True,
408189,Abdalla Sultan,2025-11-20..2026-04-29,Khorfakkan,3,,Ali Eissa Alkaabi,2024-12-08..2025-11-20,Khorfakkan,12,,UAE,0.323,Khorfakkan,1/3,33.3,True,
312652,Saleh Abu Al Shamat,2024-02-23..2026-09-01,"Al Khaleej Saihat, Al Taawon, Al-Ahli Jeddah",136,صالح أبو الشامات,Waheb Saleh,2024-02-23..2026-09-08,"Al Taawon, Al-Ahli Jeddah",8,وهيب صالح,SAU,0.333,"Al Taawon, Al-Ahli Jeddah",4/6,66.7,True,
358047,Ojo Tolulope,2023-07-10..2026-09-02,"El Gouna FC, Pyramids FC",51,,T. Ojo,2023-04-14..2026-09-02,"El Gouna FC, Pyramids FC",54,,EGY,0.333,"El Gouna FC, Pyramids FC",49/50,98.0,True,
550454,H. Mohamed,2025-08-09..2026-09-07,"El Mokawloon, Ghazl El Mehalla, Masr",14,,Hazem El Askry,2026-08-22..2026-09-01,Ghazl El Mehalla,2,,EGY,0.333,Ghazl El Mehalla,0/2,0.0,False,
296049,M. Hathout,2026-08-23..2026-09-01,Enppi,2,,Mohamed Sherif,2022-10-20..2026-09-09,"El Geish, Enppi",145,محمد شريف,EGY,0.333,Enppi,2/2,100.0,False,
301570,B. Abaelaziz,2025-08-23..2026-05-16,"Al Wahda FC, Shabab Al Ahli Dubai",23,,Bader Nasser,2022-09-03..2025-05-25,Shabab Al Ahli Dubai,39,,UAE,0.333,Shabab Al Ahli Dubai,0/23,0.0,True,
50582,Ismail Jamal,2023-09-24..2026-05-05,"Khorfakkan, Shabab Al Ahli Dubai",51,,J. Al Hosani,2025-08-17..2026-05-15,Khorfakkan,24,,UAE,0.333,Khorfakkan,14/24,58.3,True,
646762,S. Obaid,2026-03-11..2026-03-18,Al Nasr,2,سيف عبيد,Saood Tariq Mohammad Abdulla Obaid,2026-03-11..2026-03-18,Al Nasr,2,,UAE,0.333,Al Nasr,2/2,100.0,True,
333656,H. Fahad,2025-08-16..2026-03-07,Sharjah FC,6,,Hamad Fahad Mousa Ibrahim Almaazmi,2026-01-18..2026-03-07,Sharjah FC,2,,UAE,0.333,Sharjah FC,2/2,100.0,True,
50376,Salem Sultan,2022-09-03..2026-09-06,"Al Nasr, Sharjah FC",68,,Sultan Al Sharjee Saleem,2023-09-23..2026-08-21,"Al Nasr, Sharjah FC",54,,UAE,0.333,"Al Nasr, Sharjah FC",41/54,75.9,True,
550438,Adham Karim,2025-10-04..2026-05-28,El Gouna FC,12,,D. A. Mohamed S. E.,2026-04-24..2026-05-17,El Gouna FC,3,,EGY,0.333,El Gouna FC,1/3,33.3,True,
428224,Ahmed Khaled Gomaa,2025-02-26..2025-08-25,"Future FC, Masr",5,,Kabaka,2025-08-09..2026-05-03,Masr,34,,EGY,0.333,Masr,2/5,40.0,True,
349397,Simo,2023-08-16..2026-04-27,Al-Arabi SC,52,,Wassim Keddari,2023-10-29..2026-04-27,Al-Arabi SC,38,,QAT,0.333,Al-Arabi SC,38/38,100.0,False,
542523,N. Al Nasr,2025-08-14..2026-04-27,Al Ahli Doha,13,,Nasser Ibrahim,2025-11-09..2026-04-27,Al Ahli Doha,5,,QAT,0.333,Al Ahli Doha,5/5,100.0,False,
533928,M. El Sayed,2025-08-14..2026-03-17,Al-Rayyan SC,7,,Moustafa Asar,2025-08-22..2026-03-17,Al-Rayyan SC,5,,QAT,0.333,Al-Rayyan SC,4/5,80.0,False,
513194,Hamlan Ibrah Talal,2025-03-13..2025-03-13,Al Orubah,1,,Ibrahim Al Hamlan,2025-03-13..2025-03-13,Al Orubah,1,إبراهيم الحملان,SAU,0.343,Al Orubah,1/1,100.0,True,
310812,Abdelaziz Al Balushi,2023-08-25..2025-05-25,Al Wahda FC,23,,Mohamed Abdalla,2023-08-25..2026-04-23,Al Wahda FC,33,,UAE,0.343,Al Wahda FC,20/23,87.0,True,
313213,S. Fadlalla,2025-08-15..2026-08-27,Al-Gharafa,16,,Saif Eldeen Hassan,2024-03-17..2025-04-18,Al-Gharafa,20,,QAT,0.345,Al-Gharafa,0/16,0.0,True,
624599,Amjad Mugahid Mustafa,2025-11-22..2025-11-22,UMM Salal,1,,M. Amjad,2025-11-22..2026-01-16,UMM Salal,2,,QAT,0.345,UMM Salal,1/1,100.0,True,
310083,M. Shehata,2026-08-21..2026-09-02,Abu Qair Semad,2,,Mostafa Rahim,2026-09-02..2026-09-08,Abu Qair Semad,3,,EGY,0.348,Abu Qair Semad,1/2,50.0,False,
294367,M. Seha,2026-08-22..2026-08-31,AL Masry,3,,Mohamed El Sayed,2023-03-01..2026-09-07,"AL Masry, El Mokawloon, Haras El Hodood",27,,EGY,0.348,AL Masry,0/3,0.0,False,
212170,R. Suhail,2025-08-17..2026-08-29,Khorfakkan,23,,Rashid Abdalla,2022-10-02..2026-09-04,"Al Bataeh, Al Urooba, Khorfakkan",45,,UAE,0.348,Khorfakkan,1/23,4.3,False,
286352,Ragab El Safi,2023-10-05..2026-09-01,"Baladiyyat Al Mehalla, Smouha SC, Wadi Degla",47,,Riga,2026-08-21..2026-09-01,Wadi Degla,2,,EGY,0.353,Wadi Degla,1/2,50.0,True,
602784,M. Gyabaah,2026-01-22..2026-05-07,Haras El Hodood,4,مصطفى جياباه,M. Twum,2026-01-30..2026-01-30,Haras El Hodood,1,,EGY,0.353,Haras El Hodood,0/1,0.0,True,
42302,A. B. Khalifa,2025-08-15..2025-09-25,Al-Gharafa,6,,Amro Abdelfatah Surag,2023-09-24..2026-04-27,Al-Gharafa,49,,QAT,0.353,Al-Gharafa,0/6,0.0,True,
676538,M. Abdel Hamid,2026-08-22..2026-08-31,Asyut Petrol,3,,Mostafa Sadafa,2026-08-26..2026-08-31,Asyut Petrol,2,,EGY,0.357,Asyut Petrol,2/2,100.0,True,
412093,Ahmed Mohmed,2023-03-18..2026-05-05,Al Bataeh,33,,Mohammad Abdulla,2025-12-21..2026-01-07,Al Bataeh,2,,UAE,0.357,Al Bataeh,0/2,0.0,False,
42314,A. Sudarmanto,2025-12-27..2026-08-29,"Al-Gharafa, Al-Sailiya",10,,Andri Syahputra,2022-08-02..2025-04-18,"Al-Gharafa, Al-Khor, Muaither SC",61,,QAT,0.357,Al-Gharafa,0/10,0.0,True,
42023,J. Hadeb,2025-08-15..2026-01-16,UMM Salal,5,,Jehad Mohammad Hudib,2022-08-01..2025-04-18,"Al Sadd, UMM Salal",46,,QAT,0.357,UMM Salal,0/5,0.0,True,
295237,M. Bolbol,2025-08-10..2026-09-01,"Ghazl El Mehalla, Masr",26,,Mahmoud Nabil,2022-11-01..2026-09-09,"Ceramica Cleopatra, Masr",48,,EGY,0.364,Masr,1/26,3.8,True,
339662,M. Okasha,2025-08-09..2026-08-31,Petrojet,30,,Mohamed Osman,2026-08-22..2026-09-07,Petrojet,3,,EGY,0.364,Petrojet,1/2,50.0,False,
17236,M. Hafez,2025-08-16..2025-09-22,Ghazl El Mehalla,4,,Mohamed Ashraf,2023-09-20..2026-09-01,"Baladiyyat Al Mehalla, Ghazl El Mehalla",85,,EGY,0.364,Ghazl El Mehalla,4/4,100.0,False,
560727,Ahmad Mahmoud,2026-02-19..2026-08-22,AL Masry,12,أحمد محمود,M. Ashraf,2025-10-03..2025-10-03,AL Masry,1,,EGY,0.364,AL Masry,0/1,0.0,False,
181135,H. Suhail,2025-08-16..2026-08-23,"Shabab Al Ahli Dubai, Sharjah FC",27,,Harib Abdalla,2024-12-17..2025-05-25,Shabab Al Ahli Dubai,18,,UAE,0.364,Shabab Al Ahli Dubai,0/18,0.0,True,
180125,Y. Ayman,2025-08-16..2026-04-24,Al-Dhafra,18,,Yousef Farahat,2026-04-24..2026-04-27,"Al-Dhafra, Al-Duhail SC",2,,"QAT, UAE",0.364,Al-Dhafra,1/2,50.0,True,
342763,A. El Malawany,2025-08-09..2026-05-17,Ismaily SC,19,,Ali Omar,2024-02-15..2024-02-15,Ismaily SC,1,,EGY,0.364,Ismaily SC,0/1,0.0,True,
42023,J. Hadeb,2025-08-15..2026-01-16,UMM Salal,5,,Jehad Mohammad,2023-09-28..2026-02-04,"Al Sadd, UMM Salal",36,,QAT,0.364,UMM Salal,1/5,20.0,True,
449662,M. Meïté,2026-09-04..2026-09-07,Al-Hilal Saudi FC,4,,Mohamed Kader Meite,2026-02-02..2026-09-01,Al-Hilal Saudi FC,18,مصطفى ميتي,SAU,0.37,Al-Hilal Saudi FC,0/2,0.0,True,
295637,M. Camacho,2025-08-09..2026-09-01,El Geish,33,,Mohamed Fathallah,2022-10-20..2026-09-07,El Geish,63,,EGY,0.37,El Geish,0/33,0.0,True,
342760,M. Hany Treka,2026-08-23..2026-09-01,Olympic El Qanah,2,,Mohamed Hozian,2022-10-20..2026-09-01,"El Mokawloon, Olympic El Qanah",103,,EGY,0.37,Olympic El Qanah,2/2,100.0,True,
466744,M. Al Mansouri,2025-09-20..2026-08-28,Shabab Al Ahli Dubai,22,,Mohammad Juma,2024-08-24..2026-09-05,Shabab Al Ahli Dubai,48,,UAE,0.37,Shabab Al Ahli Dubai,11/22,50.0,False,
50393,M. Al Junaibi,2026-01-08..2026-05-15,Ajman,15,,Mohamed Ismail,2023-08-19..2026-05-05,"Ajman, Al Urooba, Khorfakkan",49,,UAE,0.37,Ajman,9/15,60.0,False,
50582,Ismail Jamal,2023-09-24..2026-05-05,"Khorfakkan, Shabab Al Ahli Dubai",51,,Jamal Al Hosani,2022-09-16..2025-05-25,"Khorfakkan, Shabab Al Ahli Dubai",51,,UAE,0.37,"Khorfakkan, Shabab Al Ahli Dubai",37/51,72.5,True,
550438,A. Karim,2025-09-23..2026-05-28,El Gouna FC,13,,D. A. Mohamed S. E.,2026-04-24..2026-05-17,El Gouna FC,3,,EGY,0.37,El Gouna FC,0/3,0.0,True,
42147,I. Abdelhalim,2026-08-28..2026-08-28,Qatar SC,1,,Ibrahim Masoud,2023-09-28..2026-09-03,"Al-Markhiya, Qatar SC",30,,QAT,0.37,Qatar SC,0/1,0.0,True,
534040,Abdullah Khalid,2025-11-09..2026-04-27,Al Shahaniya,9,,K. Al Yazidi,2025-08-16..2026-02-05,Al Shahaniya,15,,QAT,0.37,Al Shahaniya,5/9,55.6,False,
526552,K. Saidi,2025-08-10..2026-05-29,Ghazl El Mehalla,31,,S. Kibou,2026-08-22..2026-09-01,Ghazl El Mehalla,2,,EGY,0.375,Ghazl El Mehalla,0/2,0.0,True,
675200,Bakr Fawzi,2026-08-31..2026-08-31,Asyut Petrol,1,,F. Abu Bakr,2026-08-22..2026-08-22,Asyut Petrol,1,,EGY,0.381,Asyut Petrol,0/1,0.0,True,
292994,G. Chika,2025-08-25..2026-08-31,"Future FC, Petrojet",24,,Godwin Okwara,2023-10-29..2026-08-31,"El Geish, Future FC, Petrojet",72,,EGY,0.381,"Future FC, Petrojet",23/24,95.8,True,
579607,M. Burghash,2025-10-30..2026-08-30,Al Wahda FC,18,,S. Mansour,2025-08-17..2026-09-06,Al Wahda FC,8,,UAE,0.381,Al Wahda FC,0/7,0.0,True,
568658,S. Awad,2025-08-17..2026-05-15,Al-Wasl FC,23,,Salem Al-Azizi,2026-04-24..2026-04-24,Al-Wasl FC,1,,UAE,0.381,Al-Wasl FC,1/1,100.0,True,
42302,A. B. Khalifa,2025-08-15..2025-09-25,Al-Gharafa,6,,A. Surag,2025-10-25..2026-08-27,Al-Gharafa,18,,QAT,0.381,Al-Gharafa,0/6,0.0,True,
343983,Ahmad Hassan,2026-08-27..2026-09-05,Al-Gharafa,3,أحمد حسن,H. Aladin,2025-12-28..2026-08-27,"Al-Arabi SC, Al-Gharafa",9,,QAT,0.381,Al-Gharafa,1/2,50.0,False,
377910,H. Kahiout,2025-08-15..2026-04-27,Al-Gharafa,17,,Hamad Majid,2024-09-13..2026-04-27,Al-Gharafa,20,,QAT,0.381,Al-Gharafa,9/17,52.9,True,
175439,H. Al Amin,2025-08-16..2026-01-08,Al-Duhail SC,12,,Homam Ahmed,2023-02-04..2026-01-08,"Al-Duhail SC, Al-Gharafa",60,,QAT,0.381,Al-Duhail SC,3/12,25.0,True,
50407,A. Hasan,2025-08-17..2026-08-30,Baniyas SC,23,,Hasan Al Muharrami,2022-09-09..2026-09-05,Baniyas SC,45,,UAE,0.385,Baniyas SC,0/23,0.0,True,
135743,B. Al Raeesi,2025-08-17..2026-08-29,Ajman,28,,Bilal Abdullah,2023-09-29..2026-05-05,Ajman,56,,UAE,0.385,Ajman,11/28,39.3,True,
50505,S. Abdulla,2025-08-17..2026-08-28,Al-Wasl FC,28,,Suhail Al Mutuwa,2023-09-23..2026-04-24,"Al-Wasl FC, Dibba Al Hisn, Emirates Club",54,,UAE,0.385,Al-Wasl FC,14/28,50.0,True,
156197,E. Al Nuaimi,2025-10-17..2026-05-16,Shabab Al Ahli Dubai,17,,Eid Khamis Eid,2023-08-27..2026-04-29,Shabab Al Ahli Dubai,41,,UAE,0.385,Shabab Al Ahli Dubai,11/17,64.7,True,
